ano,mes,dia,pre,max,min
2010,9,10,0,18.8,-6.2
2010,9,11,0,19.2,-5.8
2010,9,12,0.05,17.6,-4.8
2010,9,13,0,15.8,-9.8
2010,9,14,0,17.6,-12.8
2010,9,15,0,18.6,-11
2010,9,16,0,19,-8.1
2010,9,17,0,18,-8
2010,9,18,0,17,-7.8
2010,9,19,0,17.2,-6
2010,9,20,0,18,-6.8
2010,9,21,0,17,-6.2
2010,9,22,0,18,-6.1
2010,9,23,0,19.2,-6.7
2010,9,24,0,19,-6
2010,9,25,0.05,18,-6.2
2010,9,26,0,19.4,-6.8
2010,9,27,0,20.2,-7.4
2010,9,28,0,20,-8.8
2010,9,29,0,20.8,-9.2
2010,9,30,0,19.8,-8
2010,10,1,0,17.4,-6.4
2010,10,2,0,18.8,-1
2010,10,3,0,16.6,-4
2010,10,4,0,17.8,-11.6
2010,10,5,0,17.6,-8.1
2010,10,6,0,19,-7.2
2010,10,7,0,19.2,-9.3
2010,10,8,0,18,0.5
2010,10,9,0.05,17.6,-3.9
2010,10,10,4.2,16,-4.6
2010,10,11,0.2,12.8,2.6
2010,10,12,6.7,13.4,1
2010,10,13,0.5,14,-1.8
2010,10,14,0.6,13.4,-5.3
2010,10,15,0,14.8,-5.2
2010,10,16,13.9,15.6,-5
2010,10,17,1,13.8,-0.4
2010,10,18,0,16.8,-3.1
2010,10,19,0,17.6,-4.2
2010,10,20,0,16.6,-0.4
2010,10,21,0,13.2,-2.9
2010,10,22,0,17.6,-4.4
2010,10,23,0,18.6,-7.4
2010,10,24,0,19.4,-3.6
2010,10,25,0,18.6,-6.2
2010,10,26,0,19.2,-4.1
2010,10,27,0,17.2,-1.6
2010,10,28,0,20.6,-5.6
2010,10,29,0,18.8,-5.8
2010,10,30,0,20.4,-3.6
2010,10,31,0,19.2,-2.2
2010,11,1,0,19.8,-5
2010,11,2,0,20,-5.4
2010,11,3,0,20.4,-7.7
2010,11,4,0,18.4,-9.3
2010,11,5,0,19.5,-9.8
2010,11,6,0,19.2,-6.6
2010,11,7,0,19,-8.2
2010,11,8,0,18.3,-6.8
2010,11,9,0.05,19,-7
2010,11,10,0,18.7,-3.2
2010,11,11,2.6,16.7,2.2
2010,11,12,0,16.2,1
2010,11,13,0,18.8,-2.2
2010,11,14,0,19.6,-4.1
2010,11,15,0,20,-3.8
2010,11,16,0,19,-7.6
2010,11,17,0,19.2,-9.8
2010,11,18,0,19,-8.4
2010,11,19,0,18.8,-8
2010,11,20,0,20,-8.3
2010,11,21,0,19.4,-6.8
2010,11,22,0,18,-5.6
2010,11,23,0,20.2,-6.9
2010,11,24,0,20,-5.7
2010,11,25,0,21.1,-5
2010,11,26,0,19.2,-0.4
2010,11,27,0.05,19.8,0.6
2010,11,28,0.05,18.4,-0.2
2010,11,29,0,18,-1.2
2010,11,30,0,20.4,-3.4
2010,12,1,0.8,20.2,-3.3
2010,12,2,0,19.6,-4.1
2010,12,3,0,21.4,-3.2
2010,12,4,8.7,18.8,-4
2010,12,5,3.6,15.4,1.5
2010,12,6,12.5,13.6,1.7
2010,12,7,1.5,16.7,0.2
2010,12,8,14.6,15.6,0.6
2010,12,9,8.3,15.4,2.2
2010,12,10,8.4,13.8,3.3
2010,12,11,2,16.4,2.1
2010,12,12,1.1,14.8,3.6
2010,12,13,0,14.8,3.8
2010,12,14,0,17.4,-2.6
2010,12,15,0,17.6,-6.1
2010,12,16,0,19.2,-2.4
2010,12,17,0,17.9,-1.4
2010,12,18,0,17.6,-4.5
2010,12,19,0.5,16,-3.4
2010,12,20,7.5,14.6,0.6
2010,12,21,2.4,13.2,1.2
2010,12,22,16.1,12,1.8
2010,12,23,0.6,10.2,-0.2
2010,12,24,4.4,13.8,1.6
2010,12,25,10.3,11.4,-99.9
2010,12,26,1.3,16.8,1.8
2010,12,27,3.2,12.4,3.8
2010,12,28,14,12.8,3.3
2010,12,29,12.7,15.7,1.8
2010,12,30,0,16.6,2.3
2010,12,31,0,16.4,-1.6
2011,1,1,0,17,-1.9
2011,1,2,0,17.6,-1.4
2011,1,3,0,17.1,1.1
2011,1,4,0,18.7,-1.5
2011,1,5,1.7,17.6,-1.4
2011,1,6,0.05,16.2,-1
2011,1,7,2.9,14.6,0
2011,1,8,3.9,16.6,0.6
2011,1,9,18.9,13.8,3
2011,1,10,3.2,14.2,1.1
2011,1,11,9.5,12.6,-99.9
2011,1,12,6.9,16.4,2.6
2011,1,13,0.9,16.8,3.2
2011,1,14,4.5,16,-0.1
2011,1,15,2.9,14.4,1.1
2011,1,16,0.5,15.6,-0.4
2011,1,17,9.6,17.8,0
2011,1,18,0,18.2,-1.8
2011,1,19,0,17.4,-2
2011,1,20,0.8,17.6,0.4
2011,1,21,1,15.8,2
2011,1,22,8.4,14.6,1.4
2011,1,23,11.8,13.4,0
2011,1,24,29.2,11.2,0.2
2011,1,25,21.5,12.6,-0.6
2011,1,26,22.1,13.4,-0.2
2011,1,27,19.7,12.2,0.4
2011,1,28,15,14.2,1.2
2011,1,29,12.9,13.2,-0.2
2011,1,30,7,14.2,2
2011,1,31,25.4,13.8,2
2011,2,1,2,14,0
2011,2,2,16.8,15.4,3.2
2011,2,3,23.1,16.6,2.4
2011,2,4,16.6,15.4,2
2011,2,5,18.8,14,2.6
2011,2,6,4.1,11.8,2.8
2011,2,7,0.4,13.1,3.2
2011,2,8,11.8,12.4,3.6
2011,2,9,18.3,14.8,1.8
2011,2,10,8.4,14.2,2.4
2011,2,11,0.5,14.5,1.4
2011,2,12,0,16.4,1.6
2011,2,13,3.3,17,0.5
2011,2,14,7.7,11.8,2.8
2011,2,15,4.8,9.8,1.6
2011,2,16,1.9,15.4,2.4
2011,2,17,2.6,15.4,2.6
2011,2,18,4.7,9.8,3.2
2011,2,19,28.7,10.6,-99.9
2011,2,20,8.6,11.4,0.2
2011,2,21,11.8,12.2,2.2
2011,2,22,27.6,12,2.2
2011,2,23,2.3,15.4,-0.2
2011,2,24,14.5,11.8,2.6
2011,2,25,3.5,13.4,1.8
2011,2,26,12,13.8,1.2
2011,2,27,20.3,12.8,2.4
2011,2,28,0.6,13,0.8
2011,3,1,0,15.2,1.4
2011,3,2,0,14.7,-1.1
2011,3,3,1,14.8,-2.2
2011,3,4,8.5,12.8,1.8
2011,3,5,7.6,13.2,1.6
2011,3,6,0,14,1.1
2011,3,7,0.2,14.6,-2.8
2011,3,8,0.4,13.6,3
2011,3,9,0.05,14.3,2.6
2011,3,10,8.5,15.8,2.8
2011,3,11,4.3,13.4,-0.8
2011,3,12,0.5,12.8,1
2011,3,13,17.9,15,3.2
2011,3,14,12.4,13.6,0
2011,3,15,4.8,13.4,2.1
2011,3,16,0.2,15.2,1.6
2011,3,17,12.9,15.2,3.5
2011,3,18,2.3,14.4,0.3
2011,3,19,1,13.4,2.6
2011,3,20,0.4,16,4
2011,3,21,0,15,3.8
2011,3,22,7.6,14.2,2
2011,3,23,0,15.6,2.8
2011,3,24,4.7,14,0.8
2011,3,25,0.05,13.8,3.3
2011,3,26,7.5,16,1.6
2011,3,27,0.5,14.4,2.6
2011,3,28,0,16,3
2011,3,29,8,15.1,3.3
2011,3,30,9.6,14.8,3.2
2011,3,31,4.8,15.8,3
2011,4,1,0,14.4,1.6
2011,4,2,0.2,15,2.9
2011,4,3,0,15.4,-0.1
2011,4,4,0,15.2,-1.1
2011,4,5,2.3,16.2,0.6
2011,4,6,31.7,13.8,0.4
2011,4,7,1,14.8,-0.2
2011,4,8,18.3,13.6,1.2
2011,4,9,2,11.8,-0.3
2011,4,10,0,14.6,0.6
2011,4,11,1.5,15,-1.6
2011,4,12,0,15.6,-2.4
2011,4,13,0,15,-3
2011,4,14,0,14.4,-2.6
2011,4,15,0,13.1,0.3
2011,4,16,6.4,13.6,-99.9
2011,4,17,0.8,12.1,0
2011,4,18,5.6,13.8,1.8
2011,4,19,0.9,15,1.6
2011,4,20,0,15.8,-0.6
2011,4,21,0,14.4,-1.6
2011,4,22,0,15.6,-1.8
2011,4,23,0,15.2,-1.6
2011,4,24,0,16.2,-0.2
2011,4,25,0,15.8,-1.8
2011,4,26,0,15.8,-1
2011,4,27,2.7,15.4,-0.2
2011,4,28,0.3,14.2,-2
2011,4,29,0,14.9,-4.6
2011,4,30,0,16.3,-5
2011,5,1,0,14.2,-3.6
2011,5,2,0,13.6,0.4
2011,5,3,3.5,14.6,-0.9
2011,5,4,0,13.6,-1.9
2011,5,5,0,14,-3
2011,5,6,0,13.2,-4.1
2011,5,7,0,14.2,-5.4
2011,5,8,0,14.4,-4
2011,5,9,0.3,12.6,-0.6
2011,5,10,0,9.8,-1.4
2011,5,11,0,14,-0.8
2011,5,12,0.4,14.8,-3.8
2011,5,13,0,15.4,-4.2
2011,5,14,0,15.6,-5.6
2011,5,15,0,15,-6.2
2011,5,16,0,16.2,-6.4
2011,5,17,0,14.8,-7
2011,5,18,0,14.6,-7.4
2011,5,19,0,15,-7.6
2011,5,20,0,15.2,-7
2011,5,21,0,15,-6.8
2011,5,22,0,14.2,-5.8
2011,5,23,0,14.6,-1.8
2011,5,24,0.3,15.8,-2.6
2011,5,25,0,15.6,-2.5
2011,5,26,0,14.4,-3.2
2011,5,27,0,17.2,-4
2011,5,28,0,16.8,-3.4
2011,5,29,0,16.2,-5.2
2011,5,30,0,16,-6.6
2011,5,31,0,16.3,-6.2
2011,6,1,0,16.6,-5
2011,6,2,0,14.2,-7.4
2011,6,3,0,14,-3
2011,6,4,0,14.4,-3.1
2011,6,5,0,15.6,-6.6
2011,6,6,0,15.4,-9.2
2011,6,7,0,13.4,-12.1
2011,6,8,0,14.2,-10.2
2011,6,9,0,15.2,-12.6
2011,6,10,0,15.6,-11.6
2011,6,11,0,15,-9.1
2011,6,12,0,14.3,-8.4
2011,6,13,0,14.8,-8.2
2011,6,14,0,14.4,-7
2011,6,15,0,12.6,-8.6
2011,6,16,0,12.4,-7.7
2011,6,17,0,12.8,-6.4
2011,6,18,0,14,-4
2011,6,19,0,14.1,-7.8
2011,6,20,0,14,-4.2
2011,6,21,0,14.6,-7.4
2011,6,22,0,14.7,-5.6
2011,6,23,0,15.2,-7
2011,6,24,0,17,-6.4
2011,6,25,0,15.2,-9.8
2011,6,26,0,16.2,-10.2
2011,6,27,0,17.6,-9
2011,6,28,0,14.6,-7.6
2011,6,29,0,13,-6.2
2011,6,30,0,12.2,-4
2011,7,1,0,11.4,-4.6
2011,7,2,0,5.8,-3.1
2011,7,3,3.5,5.2,-0.8
2011,7,4,0,10.4,-5.6
2011,7,5,0,13.8,-5.2
2011,7,6,0,13.2,-4.6
2011,7,7,0,12,-6.8
2011,7,8,0,10,-4.6
2011,7,9,0,13,-7.1
2011,7,10,0,13.2,-8
2011,7,11,0,14.8,-7.4
2011,7,12,0,16,-7.6
2011,7,13,0,17.2,-6.8
2011,7,14,0,16.6,-8.2
2011,7,15,0,15.8,-7.8
2011,7,16,0,14.8,-9.8
2011,7,17,0,15.2,-8.2
2011,7,18,0,14.4,-10.4
2011,7,19,0,14,-9
2011,7,20,0,16.4,-5.6
2011,7,21,0,15.2,-8.4
2011,7,22,0,16.6,-8
2011,7,23,0,14.8,-7.9
2011,7,24,0,15.8,-6.2
2011,7,25,0,16.2,-7.2
2011,7,26,0,14,-6.6
2011,7,27,0,15.6,-7.6
2011,7,28,0,15,-9.4
2011,7,29,0,13.8,-11.8
2011,7,30,0,14.6,-13.3
2011,7,31,0,14.4,-11.2
2011,8,1,0,15.2,-9.4
2011,8,2,0,16.4,-10.8
2011,8,3,0,16.6,-11.9
2011,8,4,0,13,-5.9
2011,8,5,6.8,11.8,-0.2
2011,8,6,0,15.2,-5.8
2011,8,7,0,15.3,-5.6
2011,8,8,0,15.8,-6.6
2011,8,9,0,14,-5.8
2011,8,10,0.05,14.8,-1.4
2011,8,11,0,14,-2.6
2011,8,12,0,15.2,-5.4
2011,8,13,0,14.4,-6.2
2011,8,14,0,14.5,-7.2
2011,8,15,0,12.4,-5.8
2011,8,16,0,15.2,-8.4
2011,8,17,0,17.4,-7
2011,8,18,0,17.2,-7.1
2011,8,19,0,17,-7.5
2011,8,20,0,16.2,-6.8
2011,8,21,0,17.6,-5.6
2011,8,22,0,16.6,-8.6
2011,8,23,0,16.2,-11.6
2011,8,24,0,14.8,-8.2
2011,8,25,0,16.8,-6.9
2011,8,26,0,17,-4.6
2011,8,27,0,17.6,-6.4
2011,8,28,0,17.8,-7.6
2011,8,29,0,17.4,-7.2
2011,8,30,0,18.2,-7
2011,8,31,0,15.2,-0.2
2011,9,1,0,17,-2.9
2011,9,2,0,17,-6.1
2011,9,3,0,16.8,-6.8
2011,9,4,0,18.2,-6.3
2011,9,5,0,19.2,-6.6
2011,9,6,0,16.4,-5.8
2011,9,7,0,19.2,-2.8
2011,9,8,0,18.6,-9
2011,9,9,0,17.4,-9.1
2011,9,10,0,16.4,-8.6
2011,9,11,0,16.2,-3.4
2011,9,12,0.05,14.4,-0.2
2011,9,13,4.6,13.8,-0.4
2011,9,14,0,11.2,-1.8
2011,9,15,0.05,14.2,-3.5
2011,9,16,0,16.4,-5.8
2011,9,17,0,15.2,-7.2
2011,9,18,0,16.4,-4.1
2011,9,19,0,16.2,-2.6
2011,9,20,3,13.8,-5.8
2011,9,21,0.3,14,-5.4
2011,9,22,0,15.2,-4.6
2011,9,23,0.2,13.8,-4.2
2011,9,24,0,15.2,-3.6
2011,9,25,0,17.2,-5.4
2011,9,26,0,16.8,-7.2
2011,9,27,0.6,15.4,-1.1
2011,9,28,2.7,16,-1.3
2011,9,29,0,17.2,-3.8
2011,9,30,0,17,-5.4
2011,10,1,0,18.8,-7.5
2011,10,2,0,17.8,-7.9
2011,10,3,0.6,15.3,-0.2
2011,10,4,0,16.4,-6
2011,10,5,0,16.8,-6.4
2011,10,6,0,15.6,-5.6
2011,10,7,5,15.8,-4.2
2011,10,8,2.9,12,-0.4
2011,10,9,1.6,11.6,1.2
2011,10,10,0,15.2,-0.2
2011,10,11,0,16,-2
2011,10,12,0,17.4,-5.6
2011,10,13,0,19.2,-6.4
2011,10,14,0,19,-6.4
2011,10,15,0,18.2,-6.6
2011,10,16,0,18.4,-5.6
2011,10,17,0,18.2,-6
2011,10,18,0,18.8,-7.6
2011,10,19,0,19,-7.2
2011,10,20,0,20.4,-6.2
2011,10,21,0,18.3,-8.4
2011,10,22,0,18.6,-9.6
2011,10,23,0,18.8,-6.8
2011,10,24,0,19.8,-6.6
2011,10,25,0,19.8,-5
2011,10,26,0,20.4,-6.4
2011,10,27,0,18.2,-1.2
2011,10,28,0,19,-4
2011,10,29,0.05,18.8,-1
2011,10,30,0.3,20,-5
2011,10,31,0,18.4,-4.8
2011,11,1,0,18.2,-3.8
2011,11,2,0.05,17.8,-5.6
2011,11,3,0,17.4,-5.2
2011,11,4,0,19.1,-4.6
2011,11,5,0,20,-5.4
2011,11,6,0,19.8,-9.6
2011,11,7,0,20.2,-7.4
2011,11,8,0,19.4,-4.4
2011,11,9,0,21.4,-2.6
2011,11,10,0,21.2,-3.8
2011,11,11,0,19.4,-3
2011,11,12,0,18.4,-3.5
2011,11,13,0,20.4,-4.2
2011,11,14,4.3,20.8,-4.6
2011,11,15,0,20.4,-3.4
2011,11,16,0,18.2,-0.6
2011,11,17,0,20,-2.2
2011,11,18,12.5,15.4,0.6
2011,11,19,12.4,10.4,-0.2
2011,11,20,0,15,-0.1
2011,11,21,0.8,16.8,-0.2
2011,11,22,2.3,16.6,2.8
2011,11,23,0,18.6,1.6
2011,11,24,0,20.8,-1.4
2011,11,25,0,20.2,-4.4
2011,11,26,0,19.4,-3.4
2011,11,27,0,19.8,-1.4
2011,11,28,0,20.4,-1
2011,11,29,1.1,18.4,-3
2011,11,30,0,20.4,-2.4
2011,12,1,0,19.1,-2.3
2011,12,2,0,19.6,-5.2
2011,12,3,0,19.2,-3.3
2011,12,4,0,19.6,-2.2
2011,12,5,0,19.2,-6
2011,12,6,0.05,18.6,-5.2
2011,12,7,0,19.4,-3.8
2011,12,8,1.3,20.6,-2.6
2011,12,9,0,18.4,-0.8
2011,12,10,7.2,15,-2.3
2011,12,11,19.9,15.8,1
2011,12,12,1.6,14.2,-0.1
2011,12,13,4.3,15.4,-5.2
2011,12,14,12.4,14.2,0.8
2011,12,15,2.4,15.5,2
2011,12,16,0,16.6,1
2011,12,17,0,17.2,-2.2
2011,12,18,0,16.6,-0.4
2011,12,19,0.9,15.2,-0.2
2011,12,20,4.8,13.4,2.8
2011,12,21,2.3,15,0.6
2011,12,22,15.4,10,2.6
2011,12,23,6.5,9,-0.1
2011,12,24,6.2,13.6,-0.2
2011,12,25,7,6.4,0
2011,12,26,24,13.6,1.2
2011,12,27,6.6,14.2,0
2011,12,28,5.3,12.2,0.2
2011,12,29,14,13.8,2.4
2011,12,30,2.2,12.8,1.2
2011,12,31,0.4,13,4.2
2012,1,1,3.8,12.6,-99.9
2012,1,2,6.6,12.3,2.6
2012,1,3,7.2,14.8,2.4
2012,1,4,19.8,14.6,-0.2
2012,1,5,21.2,13.4,0
2012,1,6,0.8,11.6,0.2
2012,1,7,4.3,13,3.2
2012,1,8,8.1,12.6,1.6
2012,1,9,5.1,11.6,2.8
2012,1,10,0,16,1
2012,1,11,0,16.8,-0.2
2012,1,12,0,16.6,-0.6
2012,1,13,0,17,1.4
2012,1,14,0,16,-1
2012,1,15,0,15.6,-2
2012,1,16,0.5,15,-2.8
2012,1,17,11.3,12.9,-1
2012,1,18,0.05,14.1,0.2
2012,1,19,2.9,12.6,1.8
2012,1,20,18,14.2,1.3
2012,1,21,18.2,11.4,0.3
2012,1,22,1.8,14,-1.8
2012,1,23,0,13.8,0.4
2012,1,24,8,16.2,-0.7
2012,1,25,7.2,12.6,1.2
2012,1,26,19.1,13.2,2.2
2012,1,27,0,11.6,0
2012,1,28,12.5,13.2,3.4
2012,1,29,8.8,12.8,0
2012,1,30,18.8,14.6,0.1
2012,1,31,0,14.8,-0.3
2012,2,1,18.4,16,3.4
2012,2,2,25.8,15.6,0
2012,2,3,2.1,14,0.2
2012,2,4,12.9,13.8,3
2012,2,5,5,16.4,0.2
2012,2,6,21.7,12.8,3.6
2012,2,7,1,14.8,0.2
2012,2,8,11.2,14,0.4
2012,2,9,14.2,14.2,0
2012,2,10,6.9,14.6,-0.2
2012,2,11,26.6,11,3.2
2012,2,12,2,11.2,-0.2
2012,2,13,3.3,11.6,2.8
2012,2,14,6,12.4,2.6
2012,2,15,18.4,12.6,1.1
2012,2,16,29.6,9.4,0
2012,2,17,5,9.8,-0.1
2012,2,18,8.8,12.2,0.2
2012,2,19,31.2,12.8,0.4
2012,2,20,2.3,12.6,-0.8
2012,2,21,0,14.8,-1.3
2012,2,22,1.8,15.2,2.6
2012,2,23,4.1,11.4,2
2012,2,24,2.3,11.2,2.8
2012,2,25,0,15.4,-0.8
2012,2,26,0.9,14.8,2.4
2012,2,27,19.5,12.2,3
2012,2,28,3.2,12.8,2
2012,2,29,17.8,15,0.2
2012,3,1,0.2,12.8,0
2012,3,2,5.4,13.2,3
2012,3,3,12,13.3,2.6
2012,3,4,16.7,10.2,1
2012,3,5,2.2,12.8,0.3
2012,3,6,6.6,12.2,4
2012,3,7,8.4,13.6,2.4
2012,3,8,1,12.4,2.2
2012,3,9,0.2,12,2.6
2012,3,10,0,12.2,0.4
2012,3,11,6.1,13.2,0.3
2012,3,12,2.8,12,0.4
2012,3,13,0,14,-0.2
2012,3,14,0,15.1,-1.8
2012,3,15,2,15.8,-0.6
2012,3,16,4.9,15.2,3.2
2012,3,17,0.7,14,1.2
2012,3,18,0,14.4,2.2
2012,3,19,0.1,16.2,-0.8
2012,3,20,0.8,14.2,-0.4
2012,3,21,0,16.2,-0.6
2012,3,22,5.8,17.2,-1
2012,3,23,0,16.2,-2.4
2012,3,24,0,16.6,-2
2012,3,25,6.8,14.6,-1.2
2012,3,26,5,14.2,0.2
2012,3,27,11.9,12.2,2.2
2012,3,28,4.5,11.4,0.4
2012,3,29,28.3,14.8,2.2
2012,3,30,0.5,11.6,-0.2
2012,3,31,0.5,14,2.2
2012,4,1,0.6,14.2,0.8
2012,4,2,0.8,15.7,2
2012,4,3,16.3,14.8,0.6
2012,4,4,3.3,13.1,-0.1
2012,4,5,3.8,13.6,-0.3
2012,4,6,0.2,14.4,2
2012,4,7,4.7,16.6,1.2
2012,4,8,2.2,15,-0.8
2012,4,9,5.2,14.3,0.2
2012,4,10,4.2,12.6,1.6
2012,4,11,0.7,12.6,1.4
2012,4,12,1.1,13.2,3.8
2012,4,13,3,12.8,2.3
2012,4,14,1.6,15.2,-1
2012,4,15,9,14.4,0.2
2012,4,16,0,15.4,2.3
2012,4,17,7.6,14.8,1.2
2012,4,18,6.3,13.6,2
2012,4,19,1.7,15.2,2.4
2012,4,20,0,14.8,2
2012,4,21,0.2,14.6,-1
2012,4,22,1.4,13.4,1.6
2012,4,23,0.8,14.2,2.8
2012,4,24,4.8,13.8,2.2
2012,4,25,0,14.2,1.8
2012,4,26,0,13.6,-2
2012,4,27,0,14.8,1
2012,4,28,0,14.4,-3.2
2012,4,29,0,15.2,-4.8
2012,4,30,0,14.6,-1.8
2012,5,1,1,14.4,-2
2012,5,2,1.3,14.3,-1.8
2012,5,3,0,13.4,-2.2
2012,5,4,0,15.4,-1.6
2012,5,5,0,15.7,-2.2
2012,5,6,0,14.4,-2.6
2012,5,7,0,15.4,-2.2
2012,5,8,0,14.4,-2.9
2012,5,9,0,15.4,-3.8
2012,5,10,0,15.2,-4
2012,5,11,0,15,-3.2
2012,5,12,0,15.1,-4.7
2012,5,13,0,14.2,-2.6
2012,5,14,0,14.8,-6.4
2012,5,15,0,15,-6.6
2012,5,16,0,15.6,-7.8
2012,5,17,0,15.2,-7.2
2012,5,18,0,15.1,-6.1
2012,5,19,0,13.3,-5.3
2012,5,20,0,14.6,-5.4
2012,5,21,0,14.4,-5.6
2012,5,22,0,14.6,-4.8
2012,5,23,0,14.6,-6.8
2012,5,24,0,14.8,-6.2
2012,5,25,0,13.6,-7.5
2012,5,26,0,14.6,-9.8
2012,5,27,0,16.4,-9
2012,5,28,0,15.8,-8.8
2012,5,29,0,14.8,-7.4
2012,5,30,0,14.6,-8.6
2012,5,31,0,14.2,-99.9
2012,6,1,0,15.4,-7.2
2012,6,2,0,16.2,-7
2012,6,3,0,16,-8.4
2012,6,4,0,15.2,-9.3
2012,6,5,0,14.4,-9
2012,6,6,0.7,11.8,-6.4
2012,6,7,0.6,13.2,-4.4
2012,6,8,0.9,12.6,-3.4
2012,6,9,0.6,11.6,-4.4
2012,6,10,0,12.4,-4.8
2012,6,11,0,11.8,-3.6
2012,6,12,0,12.2,-7
2012,6,13,0,12.6,-7.6
2012,6,14,0,12,-7.8
2012,6,15,0,13.4,-8
2012,6,16,0,14.2,-8
2012,6,17,0,16,-8.2
2012,6,18,0,16.2,-9.2
2012,6,19,0,16.8,-7.8
2012,6,20,0,16.2,-9
2012,6,21,0,14.8,-10.1
2012,6,22,0,15.6,-11.2
2012,6,23,0,15,-10.4
2012,6,24,0,13.2,-8.4
2012,6,25,0,13.8,-8.2
2012,6,26,0,13.2,-8.8
2012,6,27,0,14.4,-8.4
2012,6,28,0,15.4,-9
2012,6,29,0,15.6,-9.2
2012,6,30,0,15.3,-9.6
2012,7,1,0,14.6,-8.4
2012,7,2,0,14.6,-8.8
2012,7,3,0,14.2,-9
2012,7,4,0,14.8,-8.4
2012,7,5,0,14.4,-9.2
2012,7,6,0,14.6,-9.6
2012,7,7,0,13.2,-7.4
2012,7,8,0.05,10,-0.8
2012,7,9,0,13.2,-6.8
2012,7,10,0,14.6,-7.8
2012,7,11,0,15.6,-8
2012,7,12,0,16.2,-9.6
2012,7,13,0,15.4,-8.2
2012,7,14,0,16.4,-8
2012,7,15,0,16,-8.8
2012,7,16,0,15.8,-10.3
2012,7,17,0,15.4,-14.6
2012,7,18,0,14.6,-13.1
2012,7,19,0,14,-11.6
2012,7,20,0,15.6,-11
2012,7,21,0,15.8,-11.6
2012,7,22,0,15.4,-10.1
2012,7,23,0,15.6,-9.2
2012,7,24,0,15.4,-9.2
2012,7,25,0,14.6,-9.5
2012,7,26,0,15,-8.8
2012,7,27,0,13.8,-9.2
2012,7,28,0,14.2,-7.1
2012,7,29,0,15.4,-8.6
2012,7,30,0.3,13.2,-6.8
2012,7,31,0,14.4,-5.6
2012,8,1,0,15.8,-7
2012,8,2,0,15.6,-7.2
2012,8,3,0,16.6,-7.6
2012,8,4,0,15,-7.8
2012,8,5,0,14.8,-9.8
2012,8,6,0,14.8,-9
2012,8,7,0,15.4,-10.8
2012,8,8,0,15.6,-9.8
2012,8,9,0,15,-9.6
2012,8,10,0,16,-10.2
2012,8,11,0,16.6,-9.4
2012,8,12,0,15.6,-9.6
2012,8,13,0,15,-9.2
2012,8,14,0,16.4,-9
2012,8,15,0,16,-13
2012,8,16,0,14.8,-9
2012,8,17,0,15.2,-7.3
2012,8,18,0,15.6,-11.8
2012,8,19,0,15.4,-8.8
2012,8,20,0,14.8,-12.6
2012,8,21,0,16.4,-12
2012,8,22,0,15.8,-8
2012,8,23,0,17.6,-6.6
2012,8,24,0,16.4,-6.8
2012,8,25,0,15.8,-2.4
2012,8,26,0,12.8,2.4
2012,8,27,0,18.2,-4.2
2012,8,28,0,17.8,-8.4
2012,8,29,0,16.4,-6.6
2012,8,30,0,15.2,-9.4
2012,8,31,0,15.8,-7.7
2012,9,1,0,16,-6.6
2012,9,2,0,16.6,-7.8
2012,9,3,0,16,-6.4
2012,9,4,0,17.6,-4.8
2012,9,5,0,18.2,-5.2
2012,9,6,0,18.4,-6.2
2012,9,7,0,18.6,-5.8
2012,9,8,0,19.6,-6.6
2012,9,9,0,16.6,-5.2
2012,9,10,0,19.8,-5.8
2012,9,11,0,18.8,-4.8
2012,9,12,0,18,-5.1
2012,9,13,1,16,-3.2
2012,9,14,0.2,13,-0.2
2012,9,15,0.9,13.2,-0.8
2012,9,16,0,16.4,-4
2012,9,17,0,18.3,-5.1
2012,9,18,0,18.4,-4.6
2012,9,19,0,20,-8.2
2012,9,20,0,18.8,-7.7
2012,9,21,0,18.6,-9.6
2012,9,22,0,17.8,-7.2
2012,9,23,0,18.8,-4.4
2012,9,24,0,18.6,-4.6
2012,9,25,2.3,18,-3.6
2012,9,26,32,15.4,0.2
2012,9,27,0,12,1.4
2012,9,28,0,15.4,-1.8
2012,9,29,0,16,-3.4
2012,9,30,0,15.2,-3
2012,10,1,0,15.6,-1.3
2012,10,2,0,16.2,-6.6
2012,10,3,0,15.8,-6
2012,10,4,0,16.2,-5.8
2012,10,5,0,18.6,-6.1
2012,10,6,0,15.8,-3
2012,10,7,0,16.4,-3.8
2012,10,8,0.2,14.8,0.6
2012,10,9,0,16.1,-2
2012,10,10,0.05,17.6,-3.4
2012,10,11,0,16.8,-4.6
2012,10,12,0,18.2,-6.4
2012,10,13,0,17.6,-2.8
2012,10,14,0,18.6,-1.3
2012,10,15,0,19.8,-3.8
2012,10,16,0,20.4,-5.8
2012,10,17,0,20.2,-4.2
2012,10,18,0,18.4,-4.4
2012,10,19,0,20,-3.2
2012,10,20,0,19.2,-3.6
2012,10,21,0,18.3,-1.8
2012,10,22,0,19.4,-2.8
2012,10,23,0,21,-6.8
2012,10,24,0.4,18.8,-2.6
2012,10,25,2.1,18.8,1.2
2012,10,26,5.2,17,1.4
2012,10,27,2,17.3,2.2
2012,10,28,0.05,14.4,2
2012,10,29,1.8,16,2.4
2012,10,30,0.05,18.2,1.4
2012,10,31,0,17.3,-0.6
2012,11,1,2.1,14.6,2.6
2012,11,2,0,17.2,-1.3
2012,11,3,0.8,16.8,-1.8
2012,11,4,0,17,-0.8
2012,11,5,0.7,15.8,1.5
2012,11,6,0,16.6,-1.4
